"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000131591.18",345.306376468046,-0.244114714481052,0.393383951862102,-0.620550770628855,0.534895239146664,0.7913910365165
"ENSG00000272141.1",21.1419534752579,-0.607985780583317,0.555415590151451,-1.0946501887308,0.273669918799204,0.559027666821754
"ENSG00000078808.20",2190.3992131371,-0.0994843387333199,0.161982328652295,-0.614167851277587,0.539104415165903,0.793268295008629
"ENSG00000176022.7",571.055274845043,0.176038250529929,0.130933489132779,1.34448605697363,0.178791262189593,0.437731958273677
"ENSG00000160087.21",1359.96471882513,0.422334097252628,0.25498036857952,1.65633966099204,0.0976530529584826,0.297772815774486
"ENSG00000162572.21",82.6588495313862,-0.364432346540001,0.33237010954244,-1.09646546448385,0.272875128850448,0.558143539731615
"ENSG00000131584.19",613.052524324347,-0.414718907599126,0.433682732059282,-0.956272585790749,0.338934536370415,0.631414085097804
"ENSG00000169972.13",500.431835024738,0.0130648196320931,0.8743557721351,0.0149422238046076,0.988078273951293,1
"ENSG00000127054.22",2024.04789889188,-0.118426315678844,0.183737575026689,-0.644540539199138,0.519224978503363,0.78387295496725
"ENSG00000240731.1",35.4948269998194,-0.394042425418449,0.738785133817859,-0.533365395946904,0.593780666612934,0.829960202681542
"ENSG00000224051.7",601.503975040774,0.204595438218432,0.230622999283996,0.887142387592002,0.375002245558224,0.667110014673076
"ENSG00000169962.5",13.6109625426045,-0.507684411236385,0.633626295748278,-0.801236335428341,0.422994839613132,0.70550196726941
"ENSG00000107404.21",1282.5370922463,0.446942949466711,0.33613137264037,1.32966746292052,0.183627859658464,0.443719507752836
"ENSG00000162576.17",125.836375917813,-0.646709075638759,0.509326312559612,-1.26973427386606,0.204179299811006,0.473972566554835
"ENSG00000175756.14",1131.20470297555,0.0509358838277137,0.375550325355952,0.135629981892403,0.892113802336416,0.988231835716541
"ENSG00000221978.13",1247.04666054754,-0.278948607596824,0.272270520180542,-1.02452739801523,0.305586236758692,0.596640734978567
"ENSG00000224870.9",407.871271213189,-0.16322402820634,0.127287685049419,-1.28232380173281,0.199729081781797,0.467433951501496
"ENSG00000242485.6",1346.86870163814,0.238221773160627,0.1629362410324,1.46205516741519,0.143726092889643,0.383283349884466
"ENSG00000272455.1",30.2102252229494,-0.145834297545338,0.478301239510338,-0.304900521885822,0.760441918269279,0.925577564061211
"ENSG00000225285.1",11.0542427216877,-1.29651608858128,0.68841231185555,-1.8833423898051,0.059653982241027,0.215797970382522
"ENSG00000179403.12",540.87350182229,0.37246119083338,0.825574882876927,0.45115373366913,0.651878752486587,0.863310203999578
"ENSG00000215915.10",10.0099116439613,-0.171942437034624,0.805891202067186,-0.213356885636145,0.83104860650669,0.960849793754355
"ENSG00000160072.20",720.258662594207,0.253289692130102,0.340831582131803,0.743152059283498,0.457389624336022,0.734316803091214
"ENSG00000197785.14",1143.36978950054,0.306406055662617,0.306930999326139,0.998289701383457,0.318138900047081,0.610992622071171
"ENSG00000160075.12",2346.95516986467,0.0574186746134968,0.13978118042367,0.410775430851733,0.681237210380979,0.882107470673524
"ENSG00000215014.5",17.2940193651156,-0.130416163454391,0.771774172628628,-0.168982285336395,0.865810575266693,0.975540530483635
"ENSG00000228594.4",224.860820826567,-0.0818233249721731,0.26892001233747,-0.304266403459376,0.760924938635466,0.925631039392208
"ENSG00000272106.1",51.8833137518651,-0.568737350065855,0.526241651479103,-1.08075320238774,0.279806910298014,0.566713577869037
"ENSG00000197530.13",331.070302503153,-0.562111128579093,0.406906639560112,-1.38142530479907,0.167148229819785,0.420829853343585
"ENSG00000248333.9",759.629141935525,-0.120601174598798,0.171028520885176,-0.705152415366831,0.480715390413114,0.754325528667436
"ENSG00000272004.1",50.4742727680866,-0.415566667948828,0.323755309909797,-1.28358255518531,0.199288056832698,0.466777094316909
"ENSG00000189339.12",678.391012052913,-0.89540580034946,0.23922668554651,-3.74291771966794,0.000181895803318009,0.00234581120081697
"ENSG00000008128.23",32.6632789165066,-0.481975510668248,0.357092621406009,-1.34972128175185,0.177105403215728,0.435096911950951
"ENSG00000268575.1",20.8377771740418,-0.209313217738466,0.500816026579603,-0.417944328115858,0.675987821516969,0.879670569505078
"ENSG00000293188.1",29.9383887152475,-0.01262107609017,0.454490866033183,-0.0277697023932017,0.977845830627106,1
"ENSG00000290854.1",12.1464558067312,-0.937792342481311,0.950660267541705,-0.986464223340617,0.323905363086579,0.617276209505106
"ENSG00000008130.15",821.31766501512,-0.168493560470821,0.190702107181328,-0.883543254771748,0.376942822862544,0.668948271959197
"ENSG00000078369.19",6409.89547969143,0.0242843861954561,0.108057267997508,0.224736259258527,0.822184455236088,0.95647609790887
"ENSG00000231050.3",11.0463122738583,-0.216186446978907,0.885639979243269,-0.244101951182948,0.807151861425327,0.949437398200253
"ENSG00000178821.13",26.6739136056479,0.0181786070671893,0.601561798829727,0.0302190183993627,0.975892380968074,1
"ENSG00000067606.17",500.798306636224,-0.0487618001986538,0.245838183802413,-0.198349171981538,0.842771882166449,0.967092792107491
"ENSG00000271806.1",63.9565804290052,-0.0523634247997158,0.264944947999067,-0.197638887607324,0.843327606976709,0.96709347650459
"ENSG00000182873.5",26.6785471721244,0.411206802012409,0.69920010559997,0.588110325955343,0.556458242611077,0.804065069292461
"ENSG00000162585.17",531.659074523135,-0.0662273551832185,0.227195115148235,-0.291499908085647,0.770669014161515,0.929913885878374
"ENSG00000157933.11",1381.89566634203,0.056388163384842,0.202655773637215,0.278246024639719,0.780823506659814,0.935851595827845
"ENSG00000116151.14",90.3219282376266,-0.588882092006173,0.368622156063353,-1.59752223874727,0.110149344531038,0.322523120196749
"ENSG00000157916.20",1766.24061886774,0.238899608954242,0.124492691536039,1.9189850103376,0.0549862309039104,0.204742069244536
"ENSG00000157911.11",667.682400896189,-0.0869229418376883,0.166053785326733,-0.52346257368753,0.600652389271901,0.833974789773151
"ENSG00000157881.16",571.851437553015,0.216529894934952,0.164513453686433,1.31618351011987,0.188112456968652,0.450647677079201
"ENSG00000272449.3",18.2589520010453,0.126743800330301,0.756098060459487,0.167628786474175,0.866875323303411,0.975540530483635
"ENSG00000157873.18",19.4458852480934,-0.930603994767615,0.60146007763139,-1.54724150343016,0.121805021451341,0.344982675329931
"ENSG00000157870.17",259.80641787132,0.174343355047301,0.186658464877818,0.934023298442004,0.350291874985566,0.643004029331065
"ENSG00000142606.16",51.5866649571369,-0.0229481650788806,0.316532735688063,-0.0724985522555734,0.942205157571747,1
"ENSG00000177133.14",11.0363737722048,0,2.07169438334386,0,1,1
"ENSG00000142611.17",25.3470151722705,0.862919555546345,1.75224071828281,0.492466329849932,0.622389718716825,0.845931857409383
"ENSG00000130762.15",560.336795614327,-0.738689000645319,0.642410454108463,-1.14987076552244,0.250197103361917,0.532961185054002
"ENSG00000162591.17",416.212862862072,-0.326117070532115,0.77514928954336,-0.420715176974787,0.673963077292775,0.878535250609503
"ENSG00000158109.15",535.182262436472,-0.213453933347661,0.106099727200944,-2.01182358314077,0.0442385370316537,0.17524722623663
"ENSG00000116213.16",523.018216102422,0.0460180355360062,0.232375606127949,0.198032987639279,0.843019254393997,0.967092792107491
"ENSG00000078900.16",88.2681334541746,-0.734933427166303,0.364527506431876,-2.01612611997402,0.0437867893750033,0.174115114039278
"ENSG00000293478.1",397.592858762099,0.492825700981805,0.253026464016019,1.94772393827787,0.0514480041777883,0.19497081101315
"ENSG00000276189.1",9.98625439129197,1.30758062981856,0.764611541619257,1.71012410700659,0.0872429258306169,0.27761560657829
"ENSG00000162592.10",45.8010042516716,0.0619120289334105,0.381387121511404,0.162333821572313,0.871042982131801,0.977123166185327
"ENSG00000235169.11",16.3032441148588,-1.10746573637402,0.800289577095856,-1.38383126316959,0.166410127857429,0.419654729280904
"ENSG00000130764.10",946.846668738489,0.339927188334987,0.215445659065221,1.57778620284051,0.114614734556727,0.33151811781542
"ENSG00000272153.1",97.7474943639089,0.158871568162877,0.64523512899005,0.246222750474777,0.805509805246415,0.948689201442169
"ENSG00000116198.14",815.931548178149,0.186009184334949,0.12886658465969,1.44342449073327,0.14890092919871,0.391957935329029
"ENSG00000169598.17",220.77526828664,0.79450441280972,0.206752147002847,3.8427867585761,0.000121645154947602,0.00168343831880506
"ENSG00000198912.12",687.744242153132,0.0435526691336063,0.265126192337606,0.164271469180787,0.869517440855355,0.976549544141472
"ENSG00000131697.18",281.107399328897,-0.219937306180931,0.196686134986201,-1.118214591976,0.263475353616823,0.548712334465379
"ENSG00000069424.16",127.96235101576,-1.22676629795804,0.355389405756921,-3.45189326998994,0.000556667874251786,0.00602221230427869
"ENSG00000116254.18",16.3600155735546,1.34899855362015,0.691713816333274,1.95022641122177,0.0511491391793527,0.194155394741343
"ENSG00000116251.11",963.900809340639,0.0723018435533681,0.10194892987453,0.709196689385079,0.478202427649429,0.753223616730445
"ENSG00000158286.13",290.49731416246,-0.499151942886958,0.259403341018157,-1.92423097145853,0.0543256386092581,0.203104370842592
"ENSG00000116237.16",3025.02868690795,0.275031050993824,0.127601197440004,2.15539553320524,0.03113089561521,0.137619619063141
"ENSG00000225077.3",180.665479869292,0.393368478804888,0.164845341933555,2.38628810611734,0.0170194120113834,0.089046024276079
"ENSG00000158292.7",47.732987329912,-0.921121060086063,0.718820401806794,-1.28143421885463,0.200041191393823,0.467642548553045
"ENSG00000097021.21",1000.00505591471,0.0510397116843964,0.207920900599374,0.245476580455664,0.806087439609364,0.948860489624458
"ENSG00000187017.18",13.6532667438837,-0.99752233472269,0.483850857101021,-2.0616318439515,0.0392427999094889,0.161801350970961
"ENSG00000215788.11",46.020833947037,-0.332525210845274,0.31242987440036,-1.0643195100452,0.287183982651026,0.576355612635205
"ENSG00000171680.23",144.611397287615,-0.63048370659712,0.341764072506664,-1.84479223334637,0.0650677676626183,0.229002016363146
"ENSG00000162408.11",593.643116888657,0.647334892908823,0.174404395631982,3.71168909225654,0.000205880778876049,0.00260090911802704
"ENSG00000204859.13",222.436372712503,-0.183094276945083,0.18826522651979,-0.972533697962731,0.33078510896422,0.62401495497943
"ENSG00000162413.17",878.604150976355,-0.0651789046073463,0.342021738187905,-0.190569479450857,0.848862903797452,0.968883821215141
"ENSG00000116273.6",488.593716227403,-0.109226774881432,0.246991004526761,-0.442229769018157,0.658322946331517,0.868875994804462
"ENSG00000041988.16",653.739187224725,0.453062652744549,0.189641936149093,2.38904253955918,0.0168923463032327,0.0887875469820101
"ENSG00000007923.17",1514.36272684551,0.371327224160358,0.152842551225734,2.42947543849843,0.0151206893961318,0.0815963227139905
"ENSG00000171735.21",488.538236898671,-0.152709172664814,0.217285064248949,-0.702805658514343,0.482176870384906,0.75544435294243
"ENSG00000049245.13",1533.36241810682,0.145997846124401,0.104336194021874,1.39930201109111,0.161722436828272,0.412202304993693
"ENSG00000049246.15",556.211459121152,-0.925469451564815,0.168572740779057,-5.4900302818105,4.01864838276687e-08,1.33892417751145e-06
"ENSG00000236266.1",60.1333924550755,-0.932410465488784,0.415990244719139,-2.24142387309662,0.0249986315638668,0.118078758309242
"ENSG00000049247.14",67.4345298094444,-0.951891188947702,0.474935839867286,-2.00425217270125,0.045043054338834,0.177513060611612
"ENSG00000116288.13",2713.30958812601,0.0802566035211809,0.147005021592772,0.545944639520579,0.585103992180376,0.82347640580035
"ENSG00000116285.13",1681.59427036619,-0.316070755012727,0.118677726767225,-2.66326937347452,0.00773854379939845,0.0496926975187669
"ENSG00000142599.20",1478.40848765636,-0.146561537075049,0.207729321001345,-0.705540923970481,0.480473673563703,0.754240435966435
"ENSG00000074800.16",34555.1350411323,0.0956837403882482,0.228030547861699,0.419609307987458,0.674770887524455,0.878949823168304
"ENSG00000230679.1",9.609792595527,-0.304851978992857,0.617705252796007,-0.493523371564288,0.62164283007463,0.84538043067784
"ENSG00000180758.12",271.944161489419,-0.814180260173849,0.308575464425507,-2.63851262993205,0.00832705985148106,0.0525327956908618
"ENSG00000228526.8",29.9276167793548,-0.617488593540379,0.406064770807422,-1.52066526803731,0.128343858826769,0.357458048392628
"ENSG00000049239.13",419.584420422566,-0.577699062475788,0.391567574301921,-1.47534959580271,0.140118579026038,0.377459803972306
"ENSG00000171621.14",273.181046583734,-0.866791585207917,0.294502240147503,-2.94324275691003,0.00324793623670165,0.025347014583982
"ENSG00000284693.2",13.6094008752053,-0.62847520054801,0.648718758784668,-0.968794553938007,0.332647704390993,0.624925552819614
"ENSG00000171612.7",590.342460000087,0.131061130682756,0.209214555587832,0.626443654049368,0.531023983933344,0.790022694711801
"ENSG00000188807.13",785.066984645588,0.363597608018179,0.377005380233071,0.964436125005424,0.334827318057722,0.627256944661384
"ENSG00000171608.18",95.3367166480041,-0.587636394335019,0.383469266316377,-1.53242109851431,0.125418554288602,0.351535648767238
"ENSG00000231789.4",35.6965608298386,-1.91551304613258,0.548948902979786,-3.4894195720856,0.000484070701559673,0.00536641820761315
"ENSG00000171603.18",4325.64413966454,-0.165603319011481,0.265218682403942,-0.624402917284907,0.532363009687345,0.79035274078057
"ENSG00000178585.15",416.242334610233,-0.291868688153791,0.240734249744099,-1.21241031745192,0.225355353423093,0.502024129041835
"ENSG00000223989.1",69.8083553685349,-0.673030419515105,0.364273563171121,-1.84759611336094,0.0646607923893893,0.22795877377703
"ENSG00000162441.12",879.469429838782,0.198925280873734,0.143767535451565,1.38365925414888,0.166462815455626,0.419730561036075
"ENSG00000173614.14",143.98346398753,-0.132852117576415,0.229401197556845,-0.579125649697162,0.562504394025934,0.808657258062846
"ENSG00000130939.20",1912.78870858593,-0.0949408136203301,0.131155368655483,-0.723880498325001,0.469139103543432,0.744954520711817
"ENSG00000054523.20",2180.85715564731,-0.0605412383112046,0.141202441025349,-0.428754898793399,0.668101603943882,0.874846228768146
"ENSG00000142657.21",7872.08255193882,-0.397278488354945,0.0871728732165114,-4.5573637038236,5.17996824062285e-06,0.000105174891257635
"ENSG00000271989.1",52.4601519867589,-0.0546432031923381,0.286615946793833,-0.190649556675379,0.848800161606174,0.968883821215141
"ENSG00000175279.22",36.2203633002734,0.111376415957907,0.331533321076328,0.335943354340136,0.736913582984334,0.912256838971601
"ENSG00000160049.12",3050.52530849987,0.545002935404478,0.132688885679411,4.10737442411912,4.00182221586502e-05,0.000644109424822403
"ENSG00000203469.2",175.738440042492,0.729685830007275,0.234298463004228,3.11434322125326,0.00184354901423925,0.0161456265248948
"ENSG00000142655.13",818.960241623095,0.165495675731569,0.10309109109105,1.60533440843501,0.1084202307321,0.318897442419178
"ENSG00000130940.15",740.182604867704,-1.33295102399101,0.281001515858597,-4.74357236087568,2.09981887838007e-06,4.71202403204079e-05
"ENSG00000272078.1",324.112337147335,-1.27957301144858,0.783703149218321,-1.63272664238346,0.102526501457454,0.307480092767847
"ENSG00000120948.19",3735.07893351268,0.527155680568664,0.143436302738108,3.67519010533314,0.000237672373816145,0.00294350978782012
"ENSG00000009724.18",350.809641976428,0.584693101568479,0.20422526459804,2.86298124142124,0.00419675408717668,0.0309675397017196
"ENSG00000116649.10",2839.47163796087,0.794754539154308,0.10066863245182,7.89475847439047,2.90877977287992e-15,2.49912662153266e-13
"ENSG00000230337.4",590.206362492896,0.317185545837384,0.15957497129662,1.98768981914961,0.0468460055873458,0.181951447767972
"ENSG00000171824.14",1972.64140127772,0.220744379135393,0.106852090983438,2.06588731304855,0.0388391210786772,0.160636596607553
"ENSG00000198793.14",2259.80180753508,-0.0359530623205229,0.19978582538082,-0.179958023808703,0.857185522275936,0.972062464960628
"ENSG00000225602.5",47.2375087109329,0.0368680419921771,0.317703591522441,0.116045405138497,0.907616556756204,0.995149972459202
"ENSG00000120942.14",935.650667845676,0.314027574052128,0.226617376715124,1.38571709991545,0.165833304595299,0.41909453433202
"ENSG00000116661.11",1147.19678547632,-0.56501105680211,0.613694623200398,-0.920671349303331,0.357222038823329,0.65044413230802
"ENSG00000132879.14",624.590857575965,-0.0661064162294402,0.265396165148053,-0.249085800439363,0.803294412977317,0.947774029883212
"ENSG00000116670.16",721.096035769423,-0.0447582131927611,0.241685999517668,-0.185191584461181,0.853078769554508,0.969984030133599
"ENSG00000116663.11",19.3217820170009,-0.133957491351079,0.55697494124183,-0.240509009350416,0.809935679760184,0.950674414310113
"ENSG00000177674.16",618.284686207494,-0.23669258795242,0.391488912497844,-0.604595891214987,0.54544753739654,0.797542971872438
"ENSG00000215910.8",104.163091840809,-1.01028899880461,0.674081897588203,-1.49876298773091,0.133935129631254,0.366440827907535
"ENSG00000177000.13",494.376446271631,-0.877523332445945,0.305911481175221,-2.86855311567503,0.00412353955094235,0.0305487612720112
"ENSG00000011021.23",358.114118001524,-0.682366729020969,0.144744189199452,-4.71429445834744,2.42549699303481e-06,5.33321957307346e-05
"ENSG00000175206.11",12.8688971092887,-0.607675521418268,0.748654040500108,-0.811690698967357,0.416969132668258,0.70102428199468
"ENSG00000116685.17",1365.83379925737,-0.0103934813176503,0.293722771742847,-0.0353853439962421,0.971772471190577,1
"ENSG00000083444.17",2810.29883855793,-0.2557923102182,0.196272202858491,-1.30325286256975,0.192488448106472,0.457036926811657
"ENSG00000116688.18",3020.46250180602,0.142083126060656,0.180676909629027,0.786393382266647,0.43163705927508,0.713741472514207
"ENSG00000116691.11",517.645591136756,0.141434354702278,0.429244050561222,0.329496365802525,0.741780540408709,0.915147918517674
"ENSG00000120949.15",14.322336892486,-5.50341686869611,1.32614435166823,-4.14993802278994,3.32565309221955e-05,0.000549087812147779
"ENSG00000048707.15",1268.91398704623,-0.221950969759378,0.264813076138438,-0.838142032092658,0.401950938868915,0.688593973055207
"ENSG00000162496.10",509.382977570173,-0.773474877391284,0.172798983915225,-4.47615408300521,7.59996449921846e-06,0.000147531528427297
"ENSG00000288927.2",16.210979524907,-0.332584381336474,0.670303075162988,-0.496170155948642,0.619774365089036,0.844848881101978
"ENSG00000188984.12",28.2455188393202,0,1.70951323103618,0,1,1
"ENSG00000162493.17",305.43605867043,0,1.68660374945949,0,1,1
"ENSG00000116731.23",1100.65848387951,-0.025363145849395,0.167799122314064,-0.151151838577104,0.879855940938753,0.981946996121589
"ENSG00000189337.17",523.781775536783,-0.67906022948391,0.184771868572722,-3.67512779260901,0.000237730390633502,0.00294350978782012
"ENSG00000175147.13",66.3137703651383,-0.74192072784345,0.434566879920498,-1.70726477816069,0.08777284959703,0.278643069493326
"ENSG00000171729.14",178.314654445022,-0.359036083671692,0.197900351645346,-1.81422660791991,0.0696428453184505,0.238941010060973
"ENSG00000142621.21",122.564384497429,-0.202451658375888,0.403050899106875,-0.502297994681324,0.615457919611869,0.843425496393225
"ENSG00000233485.1",20.3919186586111,-2.69564858127423,1.16032575632165,-2.32318257746833,0.0201693463189402,0.100591972315746
"ENSG00000142634.13",1236.45344971321,0.305457383881926,0.0796805772254928,3.8335237333622,0.000126320607046867,0.00173263697381801
"ENSG00000132906.18",394.543353760732,-1.88156943657146,0.158734073397841,-11.8535951122202,2.06152752489054e-32,6.95596869216702e-30
"ENSG00000116138.13",502.012138883512,0.0929958189551551,0.112562618578923,0.826169647874275,0.408707863310587,0.69394332363384
"ENSG00000272510.1",20.8560321503527,0.216735850069626,0.498634025973012,0.434659166403049,0.663809841830446,0.872305547664882
"ENSG00000116771.6",105.987602088635,1.00146433531612,0.392214432092621,2.55335921723458,0.0106689399651533,0.0630554738450049
"ENSG00000197312.13",1460.44550731263,0.333032525784357,0.213048234753956,1.56317899638534,0.118010498942523,0.338282180935332
"ENSG00000116786.13",1678.35723645405,0.0558110019235588,0.235537984646054,0.236951173745614,0.81269466930426,0.951544963592963
"ENSG00000237938.5",153.418131759409,0.0226466902167021,0.221806815350417,0.102100966469061,0.918676533893688,0.998525756689654
"ENSG00000162458.13",1050.68151438945,-0.503158465801363,0.231913715644307,-2.16959339555868,0.0300376621510549,0.134419805690687
"ENSG00000224321.1",12.6156886959332,-0.674906282723975,0.536366119395057,-1.25829402402443,0.208285441589448,0.479776367779176
"ENSG00000233954.7",501.735896683442,0.214801183045438,0.308213971280054,0.696922278225544,0.485851434803901,0.758313828853818
"ENSG00000178715.8",17.9531562204776,-0.260810905672259,0.416171965649287,-0.626690231922176,0.530862308078229,0.790022694711801
"ENSG00000179743.4",145.529900457143,-0.399916045061341,0.273233953605467,-1.46363963842793,0.143292436110751,0.382621730840766
"ENSG00000065526.13",5162.93257752558,-0.162102215083668,0.259369856002257,-0.624984790376942,0.531981040554115,0.79035274078057
"ENSG00000116809.12",514.990782857136,-0.323725151746726,0.271918778918631,-1.19052149702245,0.233841485932534,0.512898037576642
"ENSG00000185519.9",34.5185432646966,-0.823705971706713,0.55942992277669,-1.47240241926693,0.140912240260483,0.378688349371257
"ENSG00000142627.13",1154.25849709302,-0.527891550336834,0.271961770849072,-1.94105057004425,0.0522521437922723,0.197493947962727
"ENSG00000234166.1",11.6258134507576,-1.14022879387508,0.687334723388117,-1.65891341594746,0.0971332408362292,0.296772914626069
"ENSG00000142632.17",259.910468891712,-0.851568031481721,0.236678797507776,-3.59799035844664,0.000320685503782828,0.00377816690895108
"ENSG00000288398.1",69.371851388245,-0.197723365232702,0.371689104150461,-0.531959002900078,0.594754390385096,0.830518802854703
"ENSG00000132881.12",46.525071839453,-0.365431190313671,0.711567712250024,-0.513557858265032,0.607561149369293,0.8384925885666
"ENSG00000037637.11",440.358040626132,0.287708547232727,0.231049751326027,1.24522335809291,0.213049658825167,0.485781492625316
"ENSG00000055070.17",2674.08941893844,0.0569683028599791,0.198442930325493,0.287076504900112,0.774053741720762,0.93209794770597
"ENSG00000187144.11",889.878502750507,-0.00571643633774437,0.225632679317994,-0.0253351436282327,0.979787642359096,1
"ENSG00000157191.20",761.971658067036,0.0637651035655887,0.223311168151518,0.285543728481702,0.775227607702329,0.932745976642883
"ENSG00000290842.2",231.141608467878,0.161420303485383,0.235488200997542,0.685470876254508,0.493046832444276,0.764599575206891
"ENSG00000219481.11",380.42894851053,-0.026437959217828,0.152632926201181,-0.173212686645219,0.862484251868983,0.974488054379388
"ENSG00000291072.2",220.646432609667,0.267655641819005,0.22666296035408,1.18085302248276,0.237661116219206,0.517392864097361
"ENSG00000215908.12",11.0340498559248,-0.656522845229429,0.729406095026612,-0.900078638917154,0.368078402862625,0.661386425283171
"ENSG00000186301.8",31.0574902493547,-0.62055086454578,0.876478929168074,-0.708004315785193,0.478942577378987,0.753859840784878
"ENSG00000236698.1",345.858224005858,0.684033491991369,0.217433825145781,3.14593873116453,0.00165554683090208,0.0148235298705064
"ENSG00000058453.17",157.053335504354,-0.328275332939952,0.411368116670974,-0.798008692546578,0.424865445760375,0.707016942469605
"ENSG00000226526.1",145.396625265627,-0.372288344101263,0.32485099763365,-1.14602801534601,0.251783560386404,0.534867137551612
"ENSG00000159363.19",1603.87360151253,-0.304246680689936,0.305364187406731,-0.99634041330686,0.319084774153854,0.611954968079036
"ENSG00000117118.12",1583.90834293079,0.085926851790008,0.22731572931254,0.37800662562979,0.70542567199596,0.896350582814956
"ENSG00000117115.13",2219.20643286678,-0.639273223423867,0.112118576407154,-5.70176008213282,1.18576642971891e-08,4.3403261149356e-07
"ENSG00000142623.11",29.8113967841181,-0.322217862384735,0.328221066546454,-0.981709875527232,0.326242798814459,0.619630934438515
"ENSG00000142619.4",123.986914100707,-0.798053303736626,0.193145128255258,-4.13188419995729,3.59801682573677e-05,0.000587264698786482
"ENSG00000227751.1",485.947910509607,0.100001470735987,0.288675653025561,0.346414634167755,0.729031128702522,0.908399082001772
"ENSG00000179051.14",4101.80285869709,-0.0799019022357007,0.179520541090657,-0.445085012279182,0.656258319540918,0.866636440193579
"ENSG00000074964.17",270.302449075482,-0.355083392641654,0.698583573805427,-0.508290498025014,0.61124963276251,0.841012061447707
"ENSG00000117148.8",11.6656204334143,1.71818018267374,0.83600222850572,2.0552339743697,0.0398564110977674,0.163351430466512
"ENSG00000009709.13",326.968612172249,-0.194508005815255,0.14989877740897,-1.29759567874645,0.194426307847396,0.459528964954702
"ENSG00000159423.17",390.284000252959,-0.450586230689362,0.797400894308136,-0.565068629726472,0.572027084799738,0.814835633997048
"ENSG00000169991.11",1750.1221622833,-2.56841484515946,0.253383081141958,-10.1364891198892,3.80530822882534e-24,7.06189101105406e-22
"ENSG00000127481.15",3515.19196936379,-0.461892110673752,0.306374782130204,-1.50760486049879,0.131655688030072,0.362588085777966
"ENSG00000230424.3",113.457699542364,0.420818394252327,0.190606003247518,2.2077919219882,0.0272587814432938,0.125783491297076
